stem,voronoi_f1,voronoi_iou,voronoi_precision,voronoi_recall,voronoi_tp,voronoi_fp,voronoi_fn,voronoi_tn,sam_f1,sam_iou,sam_precision,sam_recall,sam_tp,sam_fp,sam_fn,sam_tn,delta_iou,n_tokens,n_regen_masks,align_mean_centroid_error,align_mean_area_error,align_count_gap
07715,0.14721692759085944,0.07945718513038653,0.09203620394173094,0.36763290191464326,3437.0,33907.0,5912.0,218888.0,0.06670400099558209,0.034502735757965884,0.07973817316274918,0.05733233500909188,536.0,6186.0,8813.0,246609.0,-0.04495444937242065,156,156,0.0,0.0,0.0
04583,0.237217435760389,0.13456987865245562,0.15414234913060876,0.5145161290322581,20416.0,112033.0,19264.0,110431.0,0.11021392454297937,0.05832084698598785,0.07971193878699223,0.1785282258064516,7084.0,81786.0,32596.0,140678.0,-0.07624903166646776,112,112,0.0,0.0,0.0
07628,0.4614968195966978,0.2999648135116115,0.38620533439039584,0.573253761452467,47740.0,75873.0,35539.0,102992.0,0.34216326563808935,0.20639141270433092,0.5301960982003328,0.25258468521476,21035.0,18639.0,62244.0,160226.0,-0.0935734008072806,65,65,0.0,0.0,0.0
02534,0.39763470472415613,0.24815484078223507,0.4080099298834031,0.38777405469171594,30899.0,44832.0,48784.0,137629.0,0.12596983698021097,0.067218681676513,0.47827885808853954,0.07253742956464992,5780.0,6305.0,73903.0,176156.0,-0.18093615910572208,83,83,0.0,0.0,0.0
01905,0.26771363893604977,0.1545435240693249,0.19280030160072548,0.43783696230649977,18922.0,79221.0,24295.0,139706.0,0.05079530319499089,0.026059501743583298,0.0750542888165038,0.03838767151815258,1659.0,20445.0,41558.0,198482.0,-0.1284840223257416,92,92,0.0,0.0,0.0
10589,0.24330285629790277,0.13850017185384708,0.1686540137007363,0.4365079365079365,19745.0,97329.0,25489.0,119581.0,0.2147914631321321,0.12031729554071131,0.19726934675226168,0.23572976079939867,10663.0,43390.0,34571.0,173520.0,-0.018182876313135768,64,64,0.0,0.0,0.0
05490,0.2394097263147969,0.13598264735023968,0.29983467170524325,0.19925446340984893,10156.0,23716.0,40814.0,187458.0,0.03275737940964722,0.016651418115279048,0.19825708061002179,0.017853639395722973,910.0,3680.0,50060.0,207494.0,-0.11933122923496063,117,117,0.0,0.0,0.0
03476,0.1847413002299289,0.10177133444028064,0.10631718955682316,0.7041594768867496,15507.0,130349.0,6515.0,109773.0,0.2459084146139858,0.1401913199189482,0.1765019973895503,0.405276541640178,8925.0,41641.0,13097.0,198481.0,0.03841998547866757,79,79,0.0,0.0,0.0
01634,0.07926645469307585,0.04126884485708789,0.0588974785058883,0.12117248350080266,4076.0,65129.0,29562.0,163377.0,0.01816900603729027,0.009167787814722276,0.025279559065133288,0.014180391224210715,477.0,18392.0,33161.0,210114.0,-0.03210105704236561,44,44,0.0,0.0,0.0
03162,0.06641805553100866,0.03434974955211875,0.03581162210066897,0.4569552529182879,1879.0,50590.0,2233.0,207442.0,0.01807102332422778,0.009117896522476675,0.011525060305548111,0.04182879377431906,172.0,14752.0,3940.0,243280.0,-0.02523185302964208,171,171,0.0,0.0,0.0
